 # Time,   Mach,     alfa,     beta,     Clp,     Cm_alfa,     Cm_p_alfa,     Cm_q,     Cn_beta,     Cn_r 
1.250e-03, 2.327e+00, -5.613e-03, 2.634e-02, -1.418e-02, 2.632e+00, -9.723e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.260e-03, 2.327e+00, -9.969e-03, 2.520e-02, -1.418e-02, 2.632e+00, -9.435e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.270e-03, 2.327e+00, -1.417e-02, 2.330e-02, -1.418e-02, 2.632e+00, -9.143e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.280e-03, 2.327e+00, -1.705e-02, 2.144e-02, -1.418e-02, 2.632e+00, -8.928e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.290e-03, 2.327e+00, -2.007e-02, 1.885e-02, -1.418e-02, 2.632e+00, -8.681e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.300e-03, 2.327e+00, -2.316e-02, 1.519e-02, -1.418e-02, 2.632e+00, -8.386e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.310e-03, 2.327e+00, -2.543e-02, 1.136e-02, -1.418e-02, 2.632e+00, -8.115e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.320e-03, 2.327e+00, -2.691e-02, 7.688e-03, -1.418e-02, 2.632e+00, -7.876e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.330e-03, 2.327e+00, -2.785e-02, 3.873e-03, -1.418e-02, 2.632e+00, -7.641e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.340e-03, 2.327e+00, -2.826e-02, -1.262e-03, -1.418e-02, 2.632e+00, -7.336e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.350e-03, 2.327e+00, -2.794e-02, -5.160e-03, -1.418e-02, 2.632e+00, -7.107e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.360e-03, 2.327e+00, -2.665e-02, -1.031e-02, -1.418e-02, 2.632e+00, -6.800e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.370e-03, 2.326e+00, -2.524e-02, -1.364e-02, -1.418e-02, 2.632e+00, -6.594e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.380e-03, 2.326e+00, -2.340e-02, -1.680e-02, -1.418e-02, 2.632e+00, -6.386e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.390e-03, 2.326e+00, -2.061e-02, -2.032e-02, -1.418e-02, 2.632e+00, -6.134e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.400e-03, 2.326e+00, -1.679e-02, -2.376e-02, -1.418e-02, 2.631e+00, -5.849e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.410e-03, 2.326e+00, -1.395e-02, -2.564e-02, -1.418e-02, 2.631e+00, -5.663e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.420e-03, 2.326e+00, -9.536e-03, -2.774e-02, -1.418e-02, 2.631e+00, -5.398e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.430e-03, 2.326e+00, -4.961e-03, -2.905e-02, -1.418e-02, 2.631e+00, -5.143e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.440e-03, 2.326e+00, 3.278e-04, -2.961e-02, -1.418e-02, 2.631e+00, -4.862e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.450e-03, 2.326e+00, 4.641e-03, -2.937e-02, -1.418e-02, 2.631e+00, -4.637e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.460e-03, 2.326e+00, 9.187e-03, -2.841e-02, -1.418e-02, 2.631e+00, -4.397e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.470e-03, 2.326e+00, 1.289e-02, -2.705e-02, -1.418e-02, 2.631e+00, -4.197e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.480e-03, 2.326e+00, 1.632e-02, -2.525e-02, -1.418e-02, 2.631e+00, -4.002e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.490e-03, 2.326e+00, 2.040e-02, -2.226e-02, -1.418e-02, 2.631e+00, -3.750e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.500e-03, 2.326e+00, 2.338e-02, -1.928e-02, -1.418e-02, 2.631e+00, -3.543e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.510e-03, 2.326e+00, 2.651e-02, -1.496e-02, -1.418e-02, 2.631e+00, -3.285e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.520e-03, 2.326e+00, 2.885e-02, -1.010e-02, -1.418e-02, 2.631e+00, -3.028e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.530e-03, 2.326e+00, 3.000e-02, -6.319e-03, -1.418e-02, 2.631e+00, -2.842e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.540e-03, 2.326e+00, 3.076e-02, -1.260e-03, -1.418e-02, 2.631e+00, -2.605e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.550e-03, 2.326e+00, 3.078e-02, 2.256e-03, -1.418e-02, 2.631e+00, -2.444e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.560e-03, 2.326e+00, 3.007e-02, 7.451e-03, -1.418e-02, 2.631e+00, -2.207e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.570e-03, 2.326e+00, 2.872e-02, 1.190e-02, -1.418e-02, 2.631e+00, -2.001e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.580e-03, 2.326e+00, 2.700e-02, 1.560e-02, -1.418e-02, 2.631e+00, -1.822e-02, -1.640e+01, 0.000e+00, 0.000e+00
1.590e-03, 2.326e+00, 2.416e-02, 1.988e-02, -1.418e-02, 2.631e+00, -1.600e-02, -1.640e+01, 0.000e+00, 0.000e+00
